basari_sirasi,ayt_matematik,ayt_edebiyat,ayt_cografya1
49109.0,15.4,18.0,3.9
48180.0,19.7,17.4,3.2
59078.0,22.9,15.8,4.5
56156.0,14.1,17.9,4.2
48456.0,18.5,18.0,3.6
63701.0,20.4,17.3,4.5
49802.0,15.0,19.1,3.9
48483.0,19.0,18.7,3.7
61072.0,21.0,17.3,4.4
61852.0,14.4,17.1,3.7
48488.0,19.3,17.4,3.5
55671.0,22.8,15.7,4.3
55615.0,13.0,17.7,4.0
48715.0,19.6,16.7,3.8
57801.0,23.6,14.0,4.3
33608.0,17.2,18.6,3.8
48936.0,21.2,17.9,3.2
80187.0,19.9,15.7,5.1
47444.0,15.9,18.6,4.0
49069.0,20.2,18.8,3.7
67088.0,22.4,16.8,4.3
47080.0,16.3,15.5,3.7
49146.0,20.3,16.8,3.8
68837.0,22.7,14.8,4.4
65343.0,14.2,17.4,3.8
50736.0,19.9,17.3,3.5
58874.0,22.8,15.7,4.3
59572.0,14.8,18.0,3.8
50905.0,20.9,17.3,3.4
55868.0,23.7,15.8,4.6
49848.0,15.8,17.2,4.0
51284.0,18.9,15.6,3.9
82244.0,18.7,17.3,4.8
63725.0,15.3,18.3,4.2
51296.0,20.5,17.6,3.5
63395.0,22.5,16.7,4.7
68675.0,13.0,17.2,4.1
51335.0,22.0,17.0,3.4
47330.0,20.9,16.9,5.0
40427.0,16.0,17.1,3.2
24350.0,18.9,18.7,4.1
51678.0,20.3,17.5,3.1
82578.0,19.7,16.0,4.7
41243.0,17.9,18.5,4.1
51833.0,22.2,15.9,2.5
82851.0,21.9,13.6,4.5
82476.0,10.2,20.2,3.8
52069.0,15.2,19.7,3.4
49844.0,23.2,16.4,4.9
52818.0,13.6,18.3,4.1
52275.0,20.0,18.3,3.6
66184.0,22.1,17.0,4.4
59631.0,14.8,17.6,4.0
52283.0,19.0,17.7,3.6
59980.0,22.3,17.8,4.5
66284.0,14.7,16.0,3.7
52436.0,20.8,15.0,3.3
61248.0,23.2,15.4,4.6
53995.0,13.5,18.7,4.0
53849.0,18.3,17.3,3.4
78234.0,18.0,16.2,4.8
72317.0,13.6,18.6,3.0
54213.0,18.9,16.6,3.4
72321.0,21.5,14.9,4.1
52871.0,17.2,17.2,3.6
54507.0,20.7,14.6,3.1
85428.0,17.5,15.9,4.6
46723.0,18.2,18.5,3.8
54885.0,25.8,14.4,3.7
77499.0,21.6,13.0,5.7
57641.0,16.0,15.7,3.7
55395.0,21.5,16.8,2.6
73841.0,21.3,12.9,5.2
59967.0,13.4,18.8,4.1
55446.0,20.2,17.3,3.8
73997.0,22.7,15.4,4.1
66513.0,12.8,17.5,4.0
55707.0,18.3,17.5,2.9
67999.0,21.0,16.9,4.4
66637.0,12.7,19.1,3.8
55869.0,19.6,18.3,3.4
74895.0,21.8,16.8,4.3
60332.0,12.7,18.4,3.4
55912.0,17.6,18.2,3.8
58568.0,23.8,15.2,3.3
62931.0,12.9,17.6,3.6
55966.0,18.1,17.3,4.3
67153.0,20.3,16.0,4.5
65289.0,13.3,17.8,3.8
56003.0,19.3,17.1,3.2
65409.0,20.4,16.8,4.5
63450.0,12.6,18.4,4.0
56055.0,18.3,17.3,3.8
69896.0,20.1,16.7,4.8
56579.0,11.6,18.9,3.9
56230.0,19.4,16.6,2.9
79224.0,20.9,13.8,3.5
60228.0,14.8,18.7,4.0
56237.0,20.4,18.2,3.4
37670.0,25.0,17.2,4.7
62668.0,12.4,18.5,3.8
56415.0,17.5,18.3,3.6
75473.0,19.7,16.7,4.3
60650.0,13.3,18.4,4.0
56438.0,17.7,18.1,3.5
72256.0,20.0,16.4,4.6
81377.0,13.2,17.9,3.9
56759.0,20.0,17.8,3.5
49544.0,22.6,16.7,4.7
75596.0,12.9,17.9,3.8
57886.0,19.0,17.0,3.4
66113.0,22.4,15.0,4.5
56186.0,13.6,18.6,4.1
58384.0,18.8,17.0,3.6
77640.0,18.3,16.2,4.9
68438.0,10.6,18.6,4.3
58552.0,21.7,15.8,2.4
68946.0,21.3,15.2,4.7
40134.0,19.5,15.8,4.0
58698.0,19.1,16.5,3.1
90069.0,21.9,14.9,3.9
77238.0,14.9,18.2,3.8
59420.0,22.4,16.2,3.2
54871.0,19.7,18.1,4.2
58510.0,15.3,18.1,4.0
59616.0,20.3,17.3,3.4
76360.0,21.9,15.6,4.8
48656.0,15.1,17.9,4.2
59867.0,18.2,16.6,3.4
86858.0,19.2,14.8,4.6
77030.0,12.6,18.6,4.2
59951.0,17.6,18.0,3.3
68964.0,21.9,16.6,4.4
67604.0,13.3,18.0,3.9
60078.0,18.5,18.1,3.4
80589.0,20.4,16.9,4.3
67070.0,12.2,19.6,3.4
60433.0,17.8,16.6,3.9
77022.0,17.5,17.3,4.8
70581.0,12.8,16.3,4.5
60475.0,18.4,15.9,3.4
81900.0,17.3,17.1,5.0
76214.0,12.7,17.6,4.0
60697.0,20.4,17.1,3.0
79638.0,21.6,16.9,4.4
111410.0,12.4,16.5,3.8
61127.0,19.6,16.9,2.9
80887.0,21.9,15.3,5.1
70819.0,10.2,19.6,3.8
61244.0,18.9,16.1,3.2
69732.0,24.1,14.6,4.4
77979.0,11.2,18.8,4.1
61313.0,19.1,17.2,3.6
68914.0,21.0,14.8,4.2
59412.0,15.1,18.6,4.0
61633.0,19.5,17.0,3.3
94995.0,20.3,14.7,4.5
61582.0,14.3,18.9,4.0
61753.0,18.2,17.5,3.6
98214.0,18.8,16.1,4.5
53887.0,14.2,18.8,3.8
61828.0,19.3,16.9,4.1
94143.0,18.8,16.3,3.8
56924.0,13.9,18.1,3.9
74854.0,14.1,17.3,3.6
62047.0,17.7,19.6,4.0
61952.0,19.9,18.7,4.7
74649.0,14.7,16.8,3.6
62115.0,19.8,18.2,2.6
95570.0,18.6,16.4,5.7
69571.0,12.6,20.9,3.5
62150.0,20.9,16.9,3.0
73334.0,22.9,17.0,4.8
68666.0,12.7,18.1,4.0
62218.0,17.5,18.5,3.4
77981.0,19.4,17.1,4.4
63920.0,14.0,17.3,4.1
62271.0,20.5,16.6,3.3
82957.0,20.9,16.1,4.5
70324.0,13.0,18.1,3.6
62640.0,17.7,17.8,3.4
74363.0,21.5,16.5,4.2
69503.0,12.7,17.8,4.0
62649.0,18.6,17.1,3.9
86761.0,21.4,16.0,4.6
66150.0,13.5,17.8,3.9
63391.0,17.7,17.9,3.6
77752.0,20.9,16.0,4.4
70769.0,11.4,18.9,4.0
63529.0,17.5,16.5,3.6
84967.0,17.5,17.1,4.3
49370.0,15.3,17.9,3.8
63761.0,18.1,17.0,3.4
91813.0,18.7,15.6,4.7
60547.0,15.8,16.1,3.9
64119.0,17.3,18.0,3.8
87589.0,15.7,17.9,4.6
76572.0,13.1,17.8,3.6
64454.0,19.3,17.3,3.4
83385.0,21.1,16.9,4.4
74106.0,12.4,17.8,3.7
64571.0,24.5,14.5,3.5
75173.0,21.0,16.4,4.7
68248.0,13.0,18.7,3.9
65104.0,18.5,18.4,3.4
80923.0,21.5,16.7,4.3
69862.0,11.6,17.7,4.0
65105.0,17.2,16.4,3.1
92934.0,19.9,15.0,4.5
60913.0,12.8,17.6,3.8
65630.0,17.8,17.2,3.7
104272.0,18.0,15.0,3.9
83886.0,12.0,17.6,4.0
66363.0,19.6,16.6,3.7
80450.0,21.8,15.5,5.1
71133.0,15.1,13.3,3.4
66493.0,15.5,17.7,4.9
103804.0,19.6,15.0,3.9
75278.0,13.0,16.1,4.0
66778.0,17.0,16.3,3.5
76181.0,18.6,15.8,5.0
71123.0,12.1,17.9,3.8
67106.0,17.6,18.1,3.6
84509.0,18.1,17.4,4.6
75545.0,10.9,17.3,4.8
67382.0,16.3,17.3,4.1
76326.0,23.9,12.3,4.2
78237.0,13.8,16.8,4.0
67536.0,19.1,16.8,2.3
76131.0,16.8,18.8,4.5
62380.0,15.6,17.3,3.5
62711.0,11.2,17.2,3.5
67753.0,17.4,17.3,4.0
82005.0,19.2,15.2,4.3
79518.0,13.7,16.9,4.0
67900.0,16.9,17.4,4.1
95515.0,18.9,15.6,4.0
81548.0,9.6,20.0,4.0
67943.0,16.1,16.9,3.9
98060.0,20.1,15.2,4.7
71750.0,14.3,17.2,3.6
68218.0,18.4,17.1,3.4
77269.0,22.7,15.7,4.4
80714.0,12.9,18.1,3.8
68633.0,17.9,17.8,3.6
92520.0,20.1,16.1,4.5
73788.0,13.6,17.8,3.8
68669.0,18.0,18.1,3.3
89019.0,19.2,16.8,4.3
107160.0,11.1,17.3,3.8
68702.0,17.8,17.0,3.3
77940.0,21.4,15.4,4.4
103440.0,11.1,18.6,4.1
68740.0,19.0,16.6,3.6
68300.0,18.9,17.4,5.0
69557.0,12.0,18.2,3.9
68778.0,17.8,18.0,3.4
78319.0,20.8,17.0,4.4
68244.0,11.6,19.2,3.7
68949.0,18.0,17.6,3.2
77012.0,20.2,15.9,4.5
58889.0,15.7,12.7,3.7
69140.0,17.8,16.3,3.9
103635.0,15.9,13.9,5.2
84579.0,11.7,18.4,4.2
69764.0,16.9,18.8,3.4
78385.0,17.9,16.9,5.0
71349.0,13.5,18.2,3.7
70072.0,18.7,17.5,3.4
89778.0,19.4,16.0,4.7
64201.0,13.9,17.6,4.0
70207.0,18.8,18.0,3.5
85197.0,19.9,17.2,4.2
74825.0,12.7,17.5,4.1
70326.0,18.8,17.2,3.6
89499.0,20.0,16.6,4.4
75324.0,12.2,17.7,3.7
70562.0,17.5,17.9,3.4
82404.0,20.8,16.0,4.4
69689.0,15.2,16.6,3.8
70644.0,16.4,17.4,3.9
113935.0,20.0,14.1,2.9
72798.0,13.0,18.0,4.1
70933.0,16.5,17.9,3.5
102895.0,18.3,15.7,4.6
58207.0,15.9,17.3,3.7
70958.0,18.5,17.7,3.5
87337.0,18.8,17.4,4.6
66870.0,13.6,18.1,4.0
71004.0,17.1,17.3,3.2
110984.0,16.1,15.6,4.4
89176.0,10.9,17.4,4.0
71135.0,17.0,18.0,3.0
76410.0,11.0,19.1,3.8
71204.0,17.4,17.7,3.6
91106.0,18.8,16.7,4.2
61841.0,15.1,18.6,3.9
71362.0,17.3,18.9,3.6
118990.0,14.2,17.5,4.3
77616.0,12.1,18.0,4.0
71366.0,17.9,17.8,3.4
85165.0,20.1,15.8,4.4
73379.0,16.3,12.2,3.1
71403.0,19.7,14.9,2.4
95224.0,17.1,18.2,4.5
90671.0,11.5,15.4,3.9
71418.0,17.2,16.6,2.8
71127.0,19.7,14.6,4.5
69976.0,14.5,18.1,3.6
71832.0,20.4,15.8,3.6
89273.0,18.4,15.7,4.7
86351.0,13.1,18.3,3.8
72167.0,20.2,17.5,3.8
93461.0,19.7,17.4,4.0
79393.0,11.5,18.3,3.8
72176.0,17.8,16.9,3.3
84230.0,18.5,16.9,4.5
78303.0,9.1,18.1,4.2
72230.0,18.7,12.3,3.6
97738.0,19.5,14.5,3.5
72992.0,13.8,17.1,3.2
72314.0,17.4,16.6,3.5
92449.0,18.4,17.3,3.9
75382.0,12.4,17.0,4.2
72823.0,25.9,12.3,2.1
158571.0,13.7,11.8,4.8
85052.0,11.5,16.7,4.1
72836.0,16.6,18.0,2.9
51240.0,15.4,17.6,4.0
72984.0,18.2,16.5,3.2
119267.0,17.5,14.1,4.7
80949.0,11.8,17.4,3.9
73645.0,17.5,18.4,3.2
95445.0,19.5,15.8,4.3
85334.0,12.5,17.7,3.8
74118.0,17.7,17.8,3.3
93710.0,18.8,16.3,4.2
91875.0,6.2,21.5,4.8
75037.0,23.0,13.8,2.5
102561.0,20.8,16.5,4.8
83381.0,11.8,17.3,3.9
75581.0,17.0,17.2,3.9
100491.0,18.0,16.5,4.3
95007.0,11.8,14.2,4.0
75603.0,14.5,18.6,3.6
97656.0,16.6,16.0,4.4
85511.0,11.1,18.6,3.7
76156.0,21.6,13.7,3.4
82095.0,22.6,14.9,3.7
81880.0,11.5,17.9,3.7
76227.0,16.5,17.2,3.3
87474.0,19.2,15.8,4.5
121086.0,15.9,17.3,3.8
76301.0,22.6,18.6,3.7
67710.0,26.9,17.9,4.7
74348.0,9.2,17.9,4.3
76667.0,15.6,16.5,2.6
124535.0,12.8,18.1,4.8
75713.0,13.3,17.2,3.8
76914.0,18.7,16.5,3.6
87656.0,20.4,15.9,4.2
80100.0,12.0,17.9,3.8
77714.0,16.8,17.4,3.2
90344.0,18.2,16.8,4.3
85310.0,12.3,18.5,3.7
77955.0,18.2,17.5,3.2
94783.0,20.1,15.9,4.3
84134.0,11.8,18.4,3.9
77957.0,18.1,17.3,3.3
83567.0,20.8,16.8,4.4
74562.0,12.7,19.3,3.3
78477.0,17.1,17.4,3.3
96344.0,21.6,12.1,4.6
46828.0,16.1,18.0,4.0
79271.0,18.7,16.3,3.3
106272.0,14.0,16.4,3.7
79698.0,18.7,16.6,3.4
82609.0,21.8,15.6,4.4
83682.0,13.2,17.4,3.8
79906.0,16.2,17.4,3.2
81569.0,15.9,17.6,3.8
80006.0,22.8,15.4,3.9
114218.0,21.7,14.8,4.5
89439.0,12.4,17.1,3.9
80105.0,16.8,17.4,3.6
98064.0,20.9,15.4,4.0
79297.0,11.5,17.5,4.0
80129.0,17.2,17.5,3.5
91843.0,18.2,16.6,4.4
90410.0,11.2,16.6,4.2
80371.0,19.3,14.6,2.8
81460.0,11.4,18.1,3.8
80542.0,16.9,17.2,3.2
97065.0,18.3,16.0,4.3
79630.0,12.6,16.7,3.6
80642.0,16.3,15.9,3.5
123428.0,14.7,17.1,4.1
85601.0,12.2,17.3,3.5
81251.0,18.0,17.0,3.3
92774.0,18.4,15.7,4.9
84699.0,11.6,17.6,3.6
81452.0,16.7,17.2,3.2
93912.0,19.3,16.0,4.2
89624.0,8.6,16.3,4.2
81518.0,14.3,17.2,3.7
85964.0,17.4,15.1,5.3
72973.0,13.1,17.8,4.3
81542.0,22.0,16.7,2.9
109650.0,16.0,17.4,4.4
49437.0,16.1,15.7,4.2
81072.0,11.5,18.1,3.9
82884.0,17.3,16.6,3.2
96230.0,19.1,15.8,4.5
86468.0,10.7,18.9,4.0
83064.0,15.7,18.4,3.2
100793.0,16.7,17.2,4.6
84141.0,13.4,17.3,3.4
83337.0,20.8,14.9,3.8
133222.0,13.9,16.1,4.7
85235.0,10.0,18.2,3.8
83538.0,16.0,17.6,3.4
102231.0,17.2,16.2,4.4
78875.0,11.5,16.1,4.3
83860.0,14.1,17.6,3.4
105186.0,18.3,13.5,5.1
83108.0,11.8,18.5,3.9
84143.0,16.6,17.0,3.3
96000.0,19.7,16.4,4.4
71779.0,13.9,17.7,3.7
84582.0,19.0,17.2,3.3
95518.0,19.2,16.7,4.8
76835.0,19.5,13.6,3.8
85026.0,15.1,16.7,3.3
96968.0,17.5,15.9,4.6
85955.0,10.9,18.1,4.0
85501.0,15.6,17.3,3.5
87978.0,19.4,16.6,4.3
65242.0,13.5,17.4,4.0
89467.0,13.8,14.4,3.3
86626.0,16.6,15.9,3.2
113911.0,17.8,14.5,4.6
89431.0,11.7,17.1,3.9
86973.0,16.8,17.6,3.3
102951.0,19.6,15.5,4.1
71156.0,12.6,15.7,4.1
86991.0,17.3,12.8,3.7
136000.0,15.4,12.3,3.9
77363.0,12.0,17.4,3.8
87220.0,16.8,16.3,3.4
113663.0,15.7,15.3,4.7
86680.0,10.2,18.0,3.9
87310.0,16.3,16.3,3.4
101389.0,17.6,16.5,4.7
96947.0,10.5,16.7,3.8
87336.0,17.6,16.3,3.2
85532.0,17.0,17.9,4.0
94631.0,10.9,16.4,3.7
87406.0,16.5,16.6,3.4
94459.0,17.6,15.7,4.6
104985.0,10.4,17.4,3.7
87725.0,14.4,17.6,3.6
84043.0,19.7,13.2,4.4
83450.0,12.8,17.6,3.9
87981.0,19.7,13.8,2.9
94844.0,17.7,17.2,3.9
84013.0,12.2,18.2,3.9
88201.0,18.0,16.3,3.4
109819.0,16.9,16.3,4.3
109916.0,11.1,17.5,3.8
88491.0,17.8,16.8,3.2
91507.0,19.9,16.4,4.5
66958.0,13.1,17.5,4.0
72776.0,13.3,15.9,3.8
88572.0,14.9,15.7,3.9
87232.0,11.4,17.4,3.7
89017.0,15.6,19.5,3.3
101652.0,20.3,17.3,4.3
124904.0,10.7,17.1,3.8
89089.0,17.3,16.9,3.3
93954.0,20.3,15.6,4.2
93016.0,10.6,18.6,3.7
89134.0,17.2,16.7,3.3
105844.0,19.0,15.0,4.0
81366.0,11.0,18.5,3.9
89723.0,15.9,16.4,3.5
108452.0,16.3,16.0,4.6
161918.0,11.0,16.5,3.5
90029.0,18.6,17.5,3.3
92914.0,22.6,14.6,4.0
92051.0,10.8,18.2,3.9
90127.0,17.0,17.1,3.5
106000.0,18.1,17.0,4.1
86277.0,13.0,16.6,3.8
90263.0,17.7,18.1,3.8
109253.0,19.2,16.6,4.4
97157.0,11.6,17.2,4.5
90266.0,17.0,18.3,2.7
113801.0,14.4,16.4,4.4
93355.0,11.8,17.1,3.8
90374.0,18.6,16.4,3.2
90323.0,18.5,16.9,4.5
75920.0,13.6,15.8,3.9
90832.0,15.7,16.7,3.8
108246.0,11.3,17.3,5.7
94826.0,10.7,18.8,4.1
91848.0,16.5,17.2,3.9
111403.0,18.3,16.8,4.3
88837.0,12.4,16.4,4.0
91859.0,14.0,16.9,3.6
119005.0,17.9,15.5,4.9
96272.0,10.5,16.6,2.9
91971.0,19.3,15.9,3.3
154766.0,15.7,13.5,5.3
111063.0,13.1,16.1,3.1
92055.0,17.1,15.7,3.1
109590.0,20.1,16.7,5.1
92754.0,11.3,17.4,3.6
92070.0,16.6,16.5,3.3
98843.0,18.5,14.8,4.3
98413.0,11.3,16.9,3.5
92101.0,16.6,17.0,3.4
111682.0,18.9,15.2,4.3
82357.0,12.3,17.2,3.3
92103.0,16.3,16.0,3.0
109537.0,18.8,16.4,4.3
102663.0,11.0,18.0,3.7
92350.0,17.4,17.5,3.6
112794.0,18.6,16.7,4.1
86006.0,10.5,19.1,4.0
92386.0,14.2,18.8,3.1
109355.0,18.9,14.8,4.2
106205.0,9.9,17.5,3.4
92479.0,13.8,17.9,3.7
95435.0,19.0,16.1,4.0
76686.0,12.6,18.4,4.0
92863.0,17.6,16.9,3.1
97852.0,10.6,17.8,3.7
93015.0,16.5,17.3,3.3
110541.0,18.5,15.8,3.9
97102.0,9.3,17.8,4.0
93070.0,16.2,17.4,3.4
115876.0,16.5,16.4,4.4
94793.0,11.6,16.4,3.5
93403.0,19.0,15.6,3.0
111203.0,16.5,14.6,4.7
91044.0,10.1,19.2,4.0
93591.0,14.2,18.5,3.0
98885.0,18.5,17.8,4.1
94285.0,8.6,20.2,3.8
93751.0,15.7,16.0,2.8
113296.0,18.9,16.3,4.0
99885.0,11.9,15.0,3.6
93824.0,17.9,15.7,2.9
115589.0,18.9,14.3,4.5
91146.0,10.7,17.3,3.6
94120.0,16.5,17.6,3.3
111495.0,16.3,16.8,4.3
116272.0,10.7,18.2,3.8
94175.0,17.4,17.2,3.4
124272.0,11.3,17.2,3.7
94382.0,17.3,17.7,3.3
98928.0,10.7,17.7,4.0
94527.0,15.3,17.9,3.4
113463.0,17.5,14.7,4.1
102631.0,10.6,17.5,4.0
94961.0,17.2,17.3,3.5
101375.0,20.3,14.4,3.9
91109.0,16.3,9.8,2.9
94990.0,17.5,15.2,2.7
94686.0,20.1,13.4,4.2
88819.0,11.4,17.6,3.9
95038.0,16.2,16.8,2.9
128534.0,16.7,14.8,4.6
96491.0,13.2,16.8,3.4
95220.0,15.9,17.5,2.8
119323.0,21.7,15.7,3.1
89557.0,9.8,18.8,3.1
95438.0,18.3,16.7,3.8
121809.0,14.1,16.6,5.2
103305.0,9.6,18.0,4.0
95823.0,14.9,17.2,3.7
116149.0,16.6,16.9,4.4
90257.0,11.3,17.3,3.9
95864.0,16.4,16.8,3.4
109254.0,17.9,15.2,4.2
92823.0,11.0,18.6,3.5
96064.0,16.6,16.3,2.6
107374.0,15.3,14.9,5.3
95374.0,12.4,16.6,3.7
96089.0,17.7,16.6,3.2
107610.0,19.9,15.1,4.2
86580.0,10.3,17.8,4.0
96131.0,15.8,16.1,3.4
125947.0,14.6,15.9,4.4
82985.0,13.2,16.5,3.8
96166.0,15.7,16.8,2.8
110901.0,12.9,17.4,5.3
93977.0,10.0,17.4,3.8
96267.0,15.2,17.0,3.4
106987.0,17.4,16.0,4.2
241543.0,10.8,15.1,2.7
96484.0,14.2,17.1,3.7
101586.0,19.9,14.5,4.5
88757.0,10.4,14.4,4.8
97087.0,11.5,18.5,3.9
139740.0,17.4,14.3,4.7
93424.0,10.9,17.0,4.0
97140.0,14.2,16.7,3.5
117447.0,14.9,16.5,4.7
101570.0,11.1,16.8,4.0
97303.0,15.8,16.5,3.6
130250.0,14.7,15.4,4.6
96780.0,10.8,17.5,3.6
97443.0,15.1,17.3,3.4
105330.0,15.7,17.2,4.5
103133.0,9.9,18.6,3.9
98619.0,15.3,17.8,3.4
117016.0,15.8,16.4,4.1
101320.0,9.7,18.8,3.1
98683.0,18.6,14.9,3.4
90996.0,22.9,13.6,3.9
96215.0,12.7,15.8,3.2
98800.0,13.3,15.6,3.6
113262.0,18.4,13.1,4.3
103227.0,11.4,18.1,3.6
99342.0,17.9,15.6,3.1
115737.0,17.7,15.8,4.2
128566.0,9.3,15.4,3.0
99517.0,18.4,16.2,3.6
120721.0,13.7,14.4,4.5
96684.0,11.1,17.6,3.8
99529.0,14.7,17.4,3.5
116100.0,16.3,16.5,4.3
107189.0,10.3,17.4,3.8
99536.0,15.4,17.3,3.4
123614.0,16.9,15.7,3.9
92419.0,11.8,16.0,3.0
99614.0,14.7,18.4,3.8
140282.0,17.0,14.7,4.0
88880.0,9.3,18.9,4.2
99835.0,15.0,15.7,2.9
108014.0,15.8,17.2,5.1
98205.0,10.1,17.7,3.8
98308.0,10.2,17.7,3.6
113228.0,8.5,17.5,3.9
112559.0,9.8,17.5,3.6
99961.0,16.1,14.8,3.4
103602.0,17.9,17.5,4.8
72573.0,12.4,17.6,4.0
100011.0,14.6,16.9,3.7
133761.0,14.1,15.8,4.4
105316.0,7.7,17.9,4.2
100041.0,14.2,15.2,2.1
106982.0,17.1,16.1,4.2
99404.0,9.5,17.9,3.5
100089.0,16.3,16.5,3.3
109030.0,9.8,17.2,3.8
100239.0,15.0,17.4,3.4
118324.0,17.6,15.6,4.1
97147.0,12.0,16.4,3.3
100277.0,16.2,16.3,3.4
115860.0,17.6,15.3,4.5
120667.0,11.9,16.2,4.1
100284.0,15.0,17.3,3.4
105818.0,18.2,15.8,4.4
100009.0,12.2,16.9,3.5
100812.0,16.5,16.7,3.3
105061.0,19.5,15.4,4.6
96463.0,10.1,17.7,3.8
101731.0,21.9,13.3,2.2
100708.0,22.1,15.7,4.8
99702.0,10.5,17.8,3.8
101788.0,15.6,17.0,3.2
142739.0,15.1,14.5,4.7
93023.0,11.5,17.4,3.8
101794.0,15.8,15.2,3.0
141262.0,15.9,14.0,4.4
106818.0,10.1,17.5,3.9
102412.0,16.3,16.0,3.3
107322.0,19.6,15.2,3.8
107876.0,10.2,17.0,3.8
102808.0,15.6,16.6,3.4
115130.0,15.1,14.7,4.4
108505.0,10.2,17.3,3.8
102914.0,15.2,17.2,3.6
122158.0,16.7,15.6,4.3
119722.0,10.4,16.7,3.6
102925.0,16.8,16.5,3.2
106896.0,19.2,15.4,4.0
106034.0,9.7,18.1,3.8
102976.0,17.6,15.6,2.8
119351.0,17.3,16.2,4.4
110063.0,8.9,18.3,4.1
103113.0,16.4,17.1,3.4
119095.0,18.6,16.0,4.0
123496.0,9.6,17.2,3.8
103445.0,16.8,16.2,3.1
74462.0,9.7,17.2,4.0
103578.0,16.8,12.8,4.4
146502.0,13.7,16.5,5.0
106547.0,10.2,18.2,3.6
103642.0,12.7,18.4,3.4
116023.0,15.4,19.0,4.1
107098.0,9.9,18.1,4.1
103732.0,15.9,17.1,3.2
121304.0,16.1,16.6,4.3
82471.0,14.3,18.1,3.2
104554.0,18.4,17.1,2.2
140525.0,23.1,17.4,4.3
90143.0,11.8,17.4,3.7
99566.0,9.9,17.9,3.7
108050.0,9.0,18.4,4.1
104698.0,17.1,16.5,3.4
124607.0,13.5,17.3,5.0
110974.0,9.9,17.0,4.1
104791.0,15.9,16.5,3.2
122360.0,16.1,16.9,4.2
119767.0,9.8,17.0,3.7
105404.0,17.7,15.1,3.2
87310.0,21.9,14.8,4.5
97931.0,12.6,17.0,3.7
105648.0,15.5,17.6,2.8
114684.0,18.9,15.4,4.3
123828.0,13.2,14.7,3.2
105806.0,13.5,17.5,3.6
115640.0,9.0,16.7,3.9
105871.0,16.3,16.7,2.9
123659.0,18.4,15.1,4.1
102323.0,10.8,16.8,3.7
106349.0,15.1,15.4,2.9
147311.0,13.5,15.0,4.9
115204.0,9.6,17.3,3.7
106365.0,15.4,16.1,3.1
135905.0,14.1,15.8,4.7
96398.0,11.0,16.9,4.0
106543.0,12.9,16.9,3.8
147444.0,11.9,15.2,4.8
99107.0,9.5,18.2,3.8
106679.0,13.7,17.9,3.0
126381.0,14.2,16.9,4.2
102773.0,11.0,17.8,3.6
108777.0,7.3,18.2,3.3
107589.0,14.4,16.9,3.0
123565.0,13.8,15.9,4.6
103643.0,14.7,15.3,4.1
108000.0,16.3,15.3,2.8
127401.0,17.1,15.6,5.1
115181.0,9.3,17.2,3.7
108096.0,14.6,17.2,3.2
128744.0,16.5,14.9,4.1
115082.0,9.3,17.5,4.3
108220.0,13.8,18.4,3.6
152205.0,14.7,16.1,4.9
103235.0,7.0,18.0,3.9
108283.0,15.3,16.7,3.8
122635.0,15.6,16.6,4.9
101012.0,10.2,17.6,3.8
108488.0,16.1,16.0,3.3
118264.0,15.8,15.6,4.2
82454.0,12.4,17.4,3.8
108495.0,15.7,16.2,3.0
140201.0,15.8,14.6,4.6
109696.0,11.0,17.2,3.3
108647.0,15.8,15.8,3.1
126757.0,15.3,14.7,4.1
95778.0,11.2,15.5,3.6
108648.0,15.4,16.0,3.8
138949.0,16.9,13.5,4.3
119815.0,9.8,17.6,3.6
108652.0,14.5,16.6,3.7
126920.0,17.7,14.5,3.8
124549.0,9.7,15.4,3.6
108737.0,16.3,16.5,3.1
96704.0,20.1,14.8,4.1
118903.0,9.2,16.8,2.9
108808.0,15.1,18.3,1.8
123370.0,16.4,13.2,5.4
106517.0,9.5,17.7,3.9
109033.0,14.5,17.4,3.4
123104.0,15.5,16.4,4.4
105009.0,10.4,17.4,3.9
109126.0,14.4,17.6,3.0
127179.0,18.3,15.0,3.9
104830.0,10.6,16.9,4.0
109190.0,14.8,16.8,3.1
118828.0,15.5,16.4,4.5
124593.0,10.9,17.4,3.8
109238.0,17.1,16.4,3.1
94992.0,19.3,16.1,4.4
111877.0,10.5,17.6,3.7
109341.0,15.5,16.9,3.3
107420.0,7.5,19.3,3.8
109579.0,19.1,15.8,2.6
122888.0,15.1,14.5,3.9
117249.0,10.4,16.9,3.7
109988.0,13.9,17.3,3.8
129343.0,17.8,14.3,4.0
124888.0,9.1,17.1,4.2
110449.0,13.9,16.0,3.1
114386.0,17.9,15.1,4.3
104472.0,9.5,17.5,3.8
110569.0,15.3,16.6,3.1
130855.0,15.2,16.1,4.2
107025.0,9.5,19.1,2.9
110729.0,13.2,14.4,3.8
130272.0,13.1,16.1,4.5
85744.0,12.8,16.4,3.8
110955.0,20.2,10.5,3.2
114300.0,16.8,14.8,4.8
96214.0,9.8,18.1,3.5
111056.0,13.0,17.5,3.0
116502.0,18.1,15.6,4.0
121838.0,10.3,16.8,3.0
111193.0,16.3,16.2,2.4
109936.0,9.1,17.6,3.7
111637.0,16.5,15.2,3.0
114761.0,16.2,16.0,4.7
109143.0,9.9,16.9,3.6
111848.0,14.5,16.7,3.5
118432.0,15.7,15.8,4.6
101890.0,10.6,16.7,3.9
